key,program_type,catalog_url,duration,difficulty,title,summary,skills
nd001-embsys,Nanodegree,https://www.udacity.com/course/connecting-to-hardware--nd001-embsys,a month,Beginner,Connecting to Hardware,"In this program, you will embark on a comprehensive exploration of Embedded Systems Essentials, focusing on Digital Output Devices and Analog Signals, Voltage, ADCs and Signal Processing, as well as Embedded Systems Design and Debugging. Through a combination of theoretical knowledge and practical hands-on exercises, you will gain a deep understanding of the fundamental concepts in embedded systems. You will learn how to interface with digital output devices, work with analog signals, and process voltage and data using ADCs. ","['Debugging Embedded Systems', 'Digital signal filtering', 'Interrupt Handling', 'Output Displays', 'Voltage and Resistance']"
nd001-digitalarts,Nanodegree,https://www.udacity.com/course/digital-arts--nd001-digitalarts,a month,Beginner,Photo Editing and Web Design,"In this program, you will dive into the world of Digital Arts, specifically focusing on raster design, branding, and web design. Through hands-on activities and practical projects, you will develop the skills to create and manipulate images using pixels, explore the art of branding through visually compelling graphics, and master the essentials of web design.","['Brand design', 'Digital Image Editing', 'Figma', 'Photopea', 'Website layout']"
nd001-comp-literacy,Nanodegree,https://www.udacity.com/course/computer-literacy--nd001-comp-literacy,2 months,Beginner,Computer Literacy Fundamentals,"This program offers a comprehensive exploration of software, hardware, programming, multimedia, and networks. You will delve into various software applications, hardware components, programming basics, multimedia creation, and network fundamentals. By the end of the program, you will have a broad understanding of these key IT areas, empowering you with foundational knowledge for further exploration and skill development.","['Basic computer literacy', 'Computer Programming Awareness', 'Data Analysis Awareness']"
cd5238,PaidCourse,https://www.udacity.com/course/ux-design-fluency--cd5238,15 days,Fluency,UX Design Fluency,Learn the fundamentals of User Experience Design.,['UX Design Fluency']
cd5234,PaidCourse,https://www.udacity.com/course/dev-ops-fluency--cd5234,10 days,Fluency,DevOps Fluency,"In this course, you will explore concepts of DevOps including Infrastructure as Code, Configuration Management, Continuous Integration, Continuous Delivery,  and Automated Testing and Monitoring.",['Devops fluency']
cd5233,PaidCourse,https://www.udacity.com/course/intro-to-web-development-fluency--cd5233,10 days,Fluency,Intro to Web Development Fluency,"In this course, we'll be exploring how to create web pages—and, along the way, you'll learn some important concepts about how computer languages work.",['Web Development Fluency']
cd5232,PaidCourse,https://www.udacity.com/course/rpa-fluency--cd5232,4 hours,Fluency,RPA Fluency,"In this course, we will learn what Robotic Process Automation (RPA) is, and the benefits of implementing RPA in your work. We will also introduce the RPA solution landscape and what it takes to successfully implement RPA solutions.",['RPA Fluency']
cd5231,PaidCourse,https://www.udacity.com/course/digital-project-management-fluency--cd5231,12 days,Fluency,Digital Project Management Fluency,"In this course, you will learn some essential and fundamental topics of digital project management. You will learn what is digital project management, when to use it, how it came to be, the business justifications of digital projects, common digital project management methodologies, and the five stages of the digital project management lifecycle. ",['Digital Project Management Fluency']
cd5230,PaidCourse,https://www.udacity.com/course/digital-marketing-fluency--cd5230,2 hours,Fluency,Digital Marketing Fluency,"Becoming a digital marketer is a journey - let us be your guide. In this course, we give you a framework to help you organize and plan your approach.",['Digital Marketing Fluency']
cd5228,PaidCourse,https://www.udacity.com/course/sql-fluency--cd5228,11 days,Fluency,SQL Fluency,"SQL is one of the most versatile tools available for extracting insights from stored data. In this course, you will learn how databases work. You will also learn some basic SQL queries for that can be used to select, manipulate and aggregate data in databases.",['SQL Fluency']
cd5227,PaidCourse,https://www.udacity.com/course/intro-to-programming-with-python-fluency--cd5227,10 days,Fluency,Programming with Python Fluency,"Learn basic programming with Python, one of the most versatile and widely used programming languages! This course will introduce you to core programming concepts and fundamental Python syntax by writing code to make a virtual ""turtle"" robot draw colorful shapes on the screen. ",['Python Fluency']
cd5226,PaidCourse,https://www.udacity.com/course/product-management-fluency--cd5226,7 days,Fluency,Product Management Fluency,"The most effective products start with a comprehensive market-based, insight-driven strategy. Understand the role that product managers play during product development, with a focus on activities that happen early in the product development cycle. Learn how to identify the right problems to solve through market research, target user definition, and market sizing. Create a compelling vision and strategy that will set up the team to solve those problems. Understand how to communicate effectively to get people excited and bought into your ideas.",['Product management basics']
cd5224,PaidCourse,https://www.udacity.com/course/data-analysis-and-visualization-fluency--cd5224,4 hours,Fluency,Data Analysis and Visualization Fluency,"Learn about the data analysis process, key steps in data wrangling, basic data types, summary statistics, how to design good data visualizations, common types of charts and plots, and how to tell a story with your visuals.",['Data fluency']
cd2845,PaidCourse,https://www.udacity.com/course/discovering-devops--cd2845,an hour,Discovery,Discovering DevOps,This course will give you a high-level overview of some of the fundamental principles that DevOps is built on. It is intended to give you basic familiarity with the idea.,['DevOps Awareness']
cd2843,PaidCourse,https://www.udacity.com/course/discovering-RPA--cd2843,an hour,Discovery,Discovering RPA,"In this course, we will learn the key concepts of RPA, including the history, business benefits, and application of the technology across different industries.",['RPA Awareness']
cd2842,PaidCourse,https://www.udacity.com/course/discovering-digital-project-management--cd2842,an hour,Discovery,Discovering Digital Project Management,"Digital Project Management is one of the most in-demand skills. In this lesson, we'll introduce you to the fundamental concepts that you'll need to step into the world of Digital Project Management.",['Digital Project Management Awareness']
cd2841,PaidCourse,https://www.udacity.com/course/discovering-digital-marketing--cd2841,an hour,Discovery,Discovering Digital Marketing,Take advantage of the high demand for people with digital marketing skills.  Learn the fundamentals of this exciting topic and even explore some real examples of what it looks like in real life.,['Digital Marketing Awareness']
cd2708,PaidCourse,https://www.udacity.com/course/discovering-autonomous-systems--cd2708,an hour,Discovery,Discovering Autonomous Systems,"Autonomous system is one of the highest-impact, most in-demand skills. In this lesson, we'll introduce you to the fundamental concepts and terms that you'll need to step into this amazing world.",['Autonomous Systems Awareness']
cd2705,PaidCourse,https://www.udacity.com/course/discovering-product-management--cd2705,an hour,Discovery,Discovering Product Management,"Product management is one of the highest-impact, most in-demand skills. In this course, we'll introduce you to basic concepts and terms that you'll need to step into the world of product management.",['Product Management Awareness']
cd2704,PaidCourse,https://www.udacity.com/course/discovering-digital-transformation--cd2704,an hour,Discovery,Discovering Digital Transformation,"In this world where everything is digital, your mindset needs to be digital too. In this course, we will introduce you to the fundamental concepts that you'll need to step into the world of digital transformation.",['Digital Transformation Awareness']
cd2703,PaidCourse,https://www.udacity.com/course/discovering-data-analysis-and-visualization--cd2703,an hour,Discovery,Discovering Data Analysis and Visualization,"Data analysis and visualization is one of the highest-impact, most in-demand skills. In this course, we'll introduce you to the fundamental concepts and terms that you'll need to step into this world.",['Data Analysis Awareness']
cd2073,PaidCourse,https://www.udacity.com/course/intro-to-javascript--cd2073,a month,Beginner,Introduction to Javascript,"In this course, you will use learn the basics of JavaScript! You will learn how to create and use the primary data types in JavaScript and how to use conditionals and loops to control the flow of your JavaScript code. You'll write your first JavaScript functions and you'll learn how to use arrays and objects to store collections of data. By the end of the course, you use your new JavaScript knowledge to build the core functionality of an eCommerce shopping cart.",[]
cd2021,PaidCourse,https://www.udacity.com/course/discovering-cloud-computing--cd2021,an hour,Discovery,Discovering Cloud Computing,"This course will give you the basic information you need to understand the fundamentals of cloud computing, including cloud services and cloud storage.",['Cloud Computing Awareness']
cd2020,PaidCourse,https://www.udacity.com/course/discovering-agile--cd2020,an hour,Discovery,Discovering Agile,"Agile is one of the highest-impact, most in-demand skills. In this course, we'll introduce you to the fundamental concepts and terms that you'll need to step into the world of agile.",['Agile Awareness']
cd2019,PaidCourse,https://www.udacity.com/course/discovering-ai-ml--cd2019,an hour,Discovery,Discovering Artificial Intelligence and Machine Learning,"Discover Artificial Intelligence and Machine Learning, learn about how they work, and find out how they are used to solve problems in new ways that were never possible in the past.",['Artificial Intelligence Awareness']
cd2018,PaidCourse,https://www.udacity.com/course/discovering-data-science--cd2018,an hour,Discovery,Discovering Data Science,"Data science is one of the highest-impact, most in-demand skills. In this course, we'll introduce you to the fundamental concepts and terms that you'll need to step into the world of data science.",['Data Science Awareness']
cd2017,PaidCourse,https://www.udacity.com/course/discovering-cybersecurity--cd2017,an hour,Discovery,Discovering Cybersecurity,Get your start in the high-growth field of cybersecurity by learning the basic principles and concepts used to keep systems safe.,['Cybersecurity awareness']
cd1939,PaidCourse,https://www.udacity.com/course/agile-fluency--cd1939,12 days,Fluency,Agile Fluency,"In this course, you will be introduced to The Agile Mindset and how it sets the tone for ""Being"" Agile versus just ""Doing"" Agile. You will learn to leverage The Agile Manifesto as the foundation for all Agile Frameworks, as well as identify the practical differences between Agile and Waterfall approaches. You will then take a deep dive into Agile Teams and Governance and apply best practices of both in order to deliver immense business value. By the end of this course, you will master characteristics of three of the more popular Agile Frameworks being utilized across all industries, which are Scrum, Kanban and XP, as well as apply The Agile Manifesto to deliver practical value in Agile teams and organizations.",['Agile fluency']
cd1930,PaidCourse,https://www.udacity.com/course/intro-to-ai-ml-fluency--cd1930,5 hours,Fluency,AI/ML Fluency,"In this course, you will learn fundamental topics of artificial intelligence and machine learning. You will learn about what they are, different algorithms/methods, and their applications.",['AI fluency']
cd1908,PaidCourse,https://www.udacity.com/course/design-for-availability-reliability-and-resiliency--cd1908,24 days,Advanced,"Design for Availability, Reliability, and Resiliency ","In this course, you will learn to use AWS to create highly available and resilient systems and networks.","['AWS IAM', 'AWS autoscaling', 'AWS availability zones', 'AWS cloudtrail', 'Amazon CloudWatch', 'Amazon vpc', 'Cloud availability', 'Cloud security in AWS', 'Disaster recovery plans', 'Iam policies', 'Iam roles', 'Iam users', 'Recovery point objective', 'Recovery time objective']"
cd1901,PaidCourse,https://www.udacity.com/course/establishing-a-culture-of-reliability--cd1901,25 days,Intermediate,Establishing a Culture of Reliability,"This course is all about how to foster a culture that is based on reliability. We will learn how to utilize best practices for several key areas of being a Site Reliability Engineer (SRE) and how they contribute to a culture of reliability. We will cover how to have balanced and effective on-call rotations as well as how to handle incidents. Next, we will discuss how to review your system throughout its lifecycle to find and mitigate any potential risk factors. Managing system capacity at all phases of a system's lifecycle is another major component to ensuring that everything is operating at maximum reliability. We will round out this course by discussing a thorn in every SRE's side: toil. We will discuss how to identify and reduce toil to maximize time spent performing operational work.",[]
cd1900,PaidCourse,https://www.udacity.com/course/self-healing-architectures--cd1900,15 days,Intermediate,Self Healing Architectures,"Self-healing architecture is resilient enough to withstand failure and resolve issues without human intervention through automation. In this course, you'll gain skills in self-healing architecture design strategies, deployment strategies, and cloud automation","['AWS autoscaling', 'As-built documents', 'Basic deployments', 'Blue-green deployment', 'Canary deployment', 'Cloud autoscaling', 'Cloud capacity management', 'Cloud capacity planning', 'Cloud load balancing', 'Deployment automation', 'Deployment rollbacks', 'Feature design documents', 'Feature launch reviews', 'It incident management', 'It incident postmortems', 'Kubernetes scaling', 'Microservices architecture design', 'On-call best practices', 'Reliability risk assessment', 'Rolling deployments', 'Self-healing system design', 'Software load testing', 'Tiered cloud capacity management', 'Toil reduction']"
cd1899,PaidCourse,https://www.udacity.com/course/planning-for-high-availability-and-incident-response--cd1899,22 days,Intermediate,Planning for High Availability and Incident Response,"In this course, we will look at how SREs view availability and reliability for their infrastructure. We'll learn how to create effective monitoring using SLOs and SLIs. We will create dashboards in Grafana. Next, we'll identify all our IT assets, ensure they are configured for high availability. And then we will craft a disaster recovery plan to make sure failover is seamless and automated. After that, we'll deploy the infrastructure to AWS using Terraform. We'll learn the benefits of infrastructure as code. We'll see how easy it is to deploy to multiple regions. Finally, we'll learn how to make databases highly available and disaster recovery ready. We'll look at recovery strategies and implement them in AWS via Terraform.","['Cloud asset deployment', 'Cloud availability', 'Data recovery', 'Data replication', 'Database backup automation', 'Database geo-replication', 'Disaster recovery plans', 'Grafana', 'It asset consolidation', 'It asset inventories', 'Log shipping', 'Prometheus', 'Regional cloud asset deployment', 'Service level dashboards', 'Service level indicators', 'Service level metrics', 'Service level objectives', 'Terraform']"
cd1898,PaidCourse,https://www.udacity.com/course/establishing-a-foundation-in-observability--cd1898,19 days,Intermediate,Establishing a foundation in observability,"In this course, we will learn about the founding concepts of Observability in terms of people and tools. ","['Application monitoring', 'Building site reliability engineering teams', 'Cloud availability', 'Cost-benefit analysis', 'Cross-functional collaboration', 'Grafana', 'Observability dashboards', 'Prometheus', 'Site reliability engineering best practices', 'Site reliability engineering business context', 'Site reliability metrics', 'Synthetic monitoring', 'Team SWOT analysis', 'Toil reduction', 'Webhook alerts']"
cd1880,PaidCourse,https://www.udacity.com/course/intro-to-data-science-fluency--cd1880,8 days,Fluency,Data Science Fluency,"Learn the data science process, including how to build effective data visualizations, and how to communicate with various stakeholders.",['Data science fluency']
cd1866,PaidCourse,https://www.udacity.com/course/cloud-fundamentals-fluency--cd1866,2 hours,Fluency,Cloud Fundamentals Fluency,"In this course, you will learn fundamental topics of cloud computing. You will learn about the main components, including their benefit and purpose.",['Cloud computing fluency']
cd1865,PaidCourse,https://www.udacity.com/course/cybersecurity-fundamentals-fluency--cd1865,11 days,Fluency,Cybersecurity Foundations Fluency,"Security is embedded in all we do online and is a critical job skill and career field. This foundations course explains security fundamentals including core principles, critical security controls, and cybersecurity best practices. Students will also evaluate specific security techniques used to administer a system that meets industry standards and core controls, assess high-level risks, vulnerabilities, and attack vectors of a sample system, and explain ways to establish and maintain the security of different types of computer systems.",['Cybersecurity fluency']
cd1827,PaidCourse,https://www.udacity.com/course/ethical-ai--cd1827,26 days,Intermediate,Ethical AI,"Approach and apply ethical AI to your workflow. Design and build models with enhanced fairness and limited bias to avoid unforeseen consequences, and connect ethical AI concepts to critical issues in privacy, governance, transparency, and security. Your journey begins with acquiring ethical AI literacy skills that will enable you to engage in more meaningful discussions across AI disciplines and learn how to apply ethical AI principles to your organization. You will then implement technical measures toward bias, fairness, and explainability to help ensure an ethical future for all.","['AI Fairness', 'AI Governance', 'AI Transparency', 'Ethical AI', 'Explainable AI', 'Model bias analysis', 'Model bias mitigation']"
cd1826,PaidCourse,https://www.udacity.com/course/data-privacy--cd1826,18 days,Beginner,Data Privacy,"Data Privacy, the protection of personal information, is a world-wide requirement for any organization that may collect, store, transmit or otherwise use sensitive information about people. With the rise of the data economy, companies find enormous value in collecting, sharing and using personal data, but are they doing it safely and within required guidelines? This class provides learners with an understanding of core data privacy fundamentals so that they can appropriately manage sensitive, private data and risks associated with it. ","['Cybersecurity controls', 'Data loss prevention', 'Data privacy best practices', 'Data privacy checklists', 'Data privacy classification', 'Data privacy fundamentals', 'Data privacy governance', 'Data privacy regulations', 'Nist cybersecurity framework', 'Privacy impact assessments', 'Procedural cybersecurity controls', 'Technical cybersecurity controls']"
cd1823,PaidCourse,https://www.udacity.com/course/building-generative-adversarial-networks--cd1823,21 days,Intermediate,Building Generative Adversarial Networks,"Learn to understand and implement a Deep Convolutional GAN (generative adversarial network) to generate realistic images, with Ian Goodfellow, the inventor of GANs, and Jun-Yan Zhu, the creator of CycleGANs.","['Cyclegan', 'Deep learning model optimization', 'Deep learning techniques', 'Generative adversarial networks', 'Hyperparameter tuning', 'Image generation', 'Markov games', 'Model evaluation']"
cd1822,PaidCourse,https://www.udacity.com/course/rnns-and-transformers--cd1822,3 hours,Intermediate,RNNs and Transformers,This course covers multiple RNN architectures and discusses design patterns for those models.  You'll also learn about transformer architectures.,"['Backpropagation', 'Bert', 'Gpt3', 'Hyperparameter tuning', 'Long-short term memory networks', 'NLP transformers', 'Neural networks', 'Recurrent neural networks', 'Training neural networks', 'Word2vec']"
cd1821,PaidCourse,https://www.udacity.com/course/convolutional-neural-networks--cd1821,29 days,Intermediate,Convolutional Neural Networks,"This course introduces Convolutional Neural Networks, the most widely used type of neural networks specialized in image processing. You will learn the main characteristics of CNNs that make them so useful for image processing, their inner workings, and how to build them from scratch to complete image classification tasks. You will learn what are the most successful CNN architectures, and what are their main characteristics. You will apply these architectures to custom datasets using transfer learning. You will also learn about autoencoders, a very important architecture at the basis of many modern CNNs, and how to use them for anomaly detection as well as image denoising. Finally, you will learn how to use CNNs for object detection and semantic segmentation.","['Autoencoders', 'Bounding boxes', 'Convolutional kernels', 'Convolutional neural networks', 'Image classification', 'Image pre-processing', 'Image segmentation', 'Model training', 'Neural network initialization', 'Object detection', 'PyTorch', 'Semantic image segmentation', 'Training neural networks', 'Transfer learning', 'U-net']"
cd1818,PaidCourse,https://www.udacity.com/course/introduction-to-deep-learning--cd1818,28 days,Intermediate,Introduction to Deep Learning,"This course covers foundational deep learning theory and practice. We begin with how to think about deep learning and when it is the right tool to use. The course covers the fundamental algorithms of deep learning, deep learning architecture and goals, and interweaves the theory with implementation in PyTorch.","['Advanced probability', 'Deep learning', 'Deep learning tools', 'Gradient descent', 'Model performance metrics', 'Neural networks', 'Overfitting prevention', 'Perceptron', 'PyTorch', 'Training neural networks', 'scikit-learn']"
cd1756,PaidCourse,https://www.udacity.com/course/azure-applications--cd1756,21 days,Intermediate,Azure Applications,"In this course, you will learn the basics of deploying an application to Azure. Understand the benefits and costs of cloud deployments, different types of service models, and how to navigate the Microsoft Azure platform. Distinguish two types of compute services in Azure, virtual machines and app services, when to use each, and how to deploy applications onto the related service. Connect two useful types of cloud storage to a cloud application: Azure SQL databases and blob containers. Differentiate between the different security options available in Azure, and how to implement Microsoft’s OAuth 2.0 capabilities with Azure Active Directory, along with useful monitoring and logging tools in the cloud.","['Azure app service', 'Azure blob storage', 'Azure compute service', 'Azure portal', 'Azure resource groups', 'Cloud availability', 'Cloud computing fluency', 'Cloud observability', 'Cloud resource allocation', 'Cloud security in Azure', 'SQL databases in Azure']"
cd1726,PaidCourse,https://www.udacity.com/course/penetration-testing-and-red-teaming-operations--cd1726,21 days,Advanced,Penetration Testing and Red Teaming,"The purpose of this course is to take a deep dive into the specific technique of penetration testing and how it can be used to perform a cybersecurity assessment on a specific system and conducted as a part of a specific penetration testing project within an organization to identify vulnerabilities, flaws and risks.","['Active cybersecurity reconnaissance', 'Advanced persistent threat', 'Backdoors', 'Burp suite', 'Cherrytree', 'Cvss', 'Cyber attack persistence', 'Cybersecurity pivoting', 'Cybersecurity reconnaissance', 'Data exfiltration', 'Dig', 'Digital footprint analysis', 'Digital footprint removal', 'Dirb', 'Exploit code execution', 'Exploitdb', 'Google hacking', 'Hash cat', 'John the ripper', 'Keystroke logging', 'Metasploit', 'Netdiscover', 'Nmap', 'Nslookup', 'On-premise cyber attacks', 'Open source vulnerability database', 'Open-source intelligence', 'Osint tools', 'Owasp zap', 'Passive cybersecurity reconnaissance', 'Password attacks', 'Phishing', 'Port forwarding', 'Port scanning', 'Privilege escalation', 'Red teaming', 'Report writing', 'Router hacking', 'SQL injection', 'Service enumeration', 'Steganography', 'Traceroute', 'Veil-evasion', 'Vulnerability exploitation', 'Vulnerability scanning', 'Web application vulnerability scanning', 'Web hacking', 'Wpscan']"
cd1725,PaidCourse,https://www.udacity.com/course/intro-to-ethical-hacking--cd1725,29 days,Advanced,Introduction to Ethical Hacking,"The purpose of this course is to introduce students to the broad set of techniques and job responsibilities associated with the role of an Ethical Hacker. Ethical Hackers leverage their knowledge of business’ processes to evaluate risks while protecting core operations. The results of an Ethical Hacker’s efforts are improvements to business policies, procedures and standards of conduct on its computer systems.","['Automated penetration testing', 'Burp suite', 'Cvss', 'Cybersecurity reconnaissance', 'Cybersecurity ttps', 'Exploratory data analysis', 'Gophish', 'Link analysis', 'Maltego', 'Malware development', 'Metasploit', 'Nessus', 'Nikto', 'Nmap', 'Owasp wstg', 'Phishing', 'Report writing', 'SQLmap', 'Security assessment', 'Security risk classification', 'Semi-automated penetration testing', 'Social engineering', 'Vulnerability assessment', 'Vulnerability exploitation', 'Vulnerability management', 'Vulnerability research', 'Vulnerability scanning', 'Wpscan']"
cd14197,PaidCourse,https://www.udacity.com/course/discovering-generative-ai--cd14197,45 minutes,Discovery,Discovering Generative AI,"Learners will discover the core concepts of Generative AI and how it works across a variety of fields. This course breaks down the often complex technology into digestible content, emphasizing real-world examples and non-technical applications. Learners will also explore the ethical considerations of using AI and gain insight into how they might use generative AI in their own work and lives.","['GenAI Use Cases', 'Generative AI Awareness']"
cd14129,PaidCourse,https://www.udacity.com/course/api-development-and-documentation-using-go--cd14129,10 days,Intermediate,API Development and Documentation using Go ,"The API Development and Documentation using Go course focuses on designing, building, and optimizing scalable APIs using the Go programming language. The course builds upon CRUD concepts from prior knowledge of SQL and Postgres, emphasizing RESTful API design, middleware, concurrency, performance optimization, and documentation best practices. Through hands-on projects, students will develop a production-ready API with features like authentication, caching, rate limiting, and profiling for performance enhancement. By the end of the course, students will be equipped to build, document, and optimize APIs using Go in real-world applications.","['API configuration', 'API deployment', 'API management', 'Functional programming concepts', 'Go Structs']"
cd14106,PaidCourse,https://www.udacity.com/course/css-techniques-tooling-and-web-accessibility--cd14106,14 days,Beginner,"CSS Techniques, Tooling, and Web Accessibility","This course equips learners with advanced CSS skills, including modern techniques, preprocessors, and scalable CSS architecture. It emphasizes building accessible web experiences and culminates in a hands-on project to create a professional portfolio site.","['CSS', 'Code debugging', 'Flexbox', 'HTML', 'HTML and CSS', 'Responsive web design']"
cd13955,PaidCourse,https://www.udacity.com/course/modern-development-practices-and-optimization--cd13955,7 days,Beginner,Modern Development Practices and Optimization,"This course focuses on streamlining front-end workflows through tools like package managers, task runners, and module bundlers. Learners will master testing techniques, performance optimization, and code quality best practices to build efficient and maintainable web applications.","['Eslint', 'Integration testing', 'Java modules', 'JavaScript package management', 'Jest', 'Prettier', 'Unit testing', 'Webpack']"
cd13926,PaidCourse,https://www.udacity.com/course/building-generative-ai-applications-with-amazon-bedrock--cd13926,15 days,Beginner,Building Generative AI Applications with Amazon Bedrock,"Build cutting-edge generative AI applications with Amazon Bedrock and Python. Learn to integrate models in applications using BOTO3 and APIs, leverage AWS services such as S3 and Amazon Aurora, and create end-to-end AI solutions. Through practical exercises and a real-world project, you'll gain expertise in Retrieval-Augmented Generation (RAG), embeddings, and secure AI pipelines. ","['Amazon Web Services', 'GenAI Models', 'Large Language Models', 'Retrieval-Augmented Generation']"
cd13925,PaidCourse,https://www.udacity.com/course/getting-started-with-ansible--cd13925,12 days,Intermediate,Getting Started with Ansible using AWS,"This course, ""Getting Started with Ansible,"" introduces learners to the fundamentals of automating IT tasks using Ansible. Start with the basics, gaining an understanding of Ansible's architecture and simple deployments. Progress through creating roles and templates, optimizing playbooks, and using custom modules and plugins. Explore advanced features and error handling techniques to enhance automation effectiveness. The course culminates in a hands-on project where participants will provision web servers using Ansible, effectively reinforcing learned concepts and preparing for real-world applications.","['Ansible Basics', 'Ansible Playbooks', 'Ansible Plugins', 'Ansible Roles', 'Ansible Templates']"
cd13908,PaidCourse,https://www.udacity.com/course/building-generative-ai-applications-for-data-insights-on-azure--cd13908,11 days,Beginner,Building Generative AI Applications for Data Insights on Azure,"You'll learn Azure OpenAI services, focusing on building applications that extract valuable insights from data using generative AI models. You'll set up and configure Azure AI tools, apply prompt engineering techniques, and integrate external data sources with retrieval-augmented generation (RAG) solutions. You'll gain practical experience in building AI-driven applications for data analysis.","['Azure AI Services', 'Retrieval-Augmented Generation']"
cd13905,PaidCourse,https://www.udacity.com/course/programming-transformer-neural-networks-with-PyTorch--cd13905,4 hours,Beginner,Programming Transformer Neural Networks with PyTorch,"This course will guide you through the essential concepts of Transformer Neural Networks and their implementation using PyTorch. Starting with an introduction to Transformers, you will learn to build and train Transformer models from scratch. Additionally, you will explore the advantages of using pre-trained Transformer models and how to leverage them effectively in your projects. By the end of this course, you will have a solid foundation in programming Transformer Neural Networks with PyTorch.",['Transformer neural networks']
cd13809,PaidCourse,https://www.udacity.com/course/modernizing-and-optimizing-architecture--cd13809,15 days,Intermediate,Modernizing and Optimizing Architecture,"Transform legacy systems and design high-performing, cost-efficient cloud architectures using AWS. Explore modernization techniques like serverless and event-driven designs, and implement optimization strategies for scalability and efficiency. Gain hands-on experience automating infrastructure with AWS CloudFormation, reducing latency with CloudFront, and optimizing resources with Auto Scaling and AWS Budgets. Architect and deploy a cloud-based AI solution using Amazon Bedrock for performance, security, and cost objectives. Modernize and optimize cloud infrastructures for real-world applications.","['Cloud architecture', 'Cloud cost management', 'Infrastructure as code', 'Serverless cloud computing architecture']"
cd13808,PaidCourse,https://www.udacity.com/course/designing-aws-architecture-for-workloads--cd13808,15 days,Intermediate,Designing AWS Architecture for Workloads,"The course 'Designing AWS Architecture for Workloads' covers the essential lessons of selecting architecture, migrating workloads, determining new architecture for existing workloads, and creating infrastructure for analytics workloads. Students will learn how to design and implement AWS architecture tailored to various workloads, making informed decisions to optimize performance and efficiency.","['Amazon Web Services', 'Cloud architecture', 'Cloud architecture model types', 'Cloud migration', 'Cloud migration strategy', 'Hybrid cloud workload deployment']"
cd13784,PaidCourse,https://www.udacity.com/course/designing-aws-architecture-for-organizations--cd13784,15 days,Intermediate,Designing AWS Architecture for Organizations,"Learn to design and implement secure and scalable AWS network architectures. Explore strategies for managing multi-account environments using AWS Organizations and Control Tower. Develop cost and visibility strategies, leveraging tools like AWS Cost Explorer and tagging for effective cost management. Through hands-on exercises, you'll gain the skills to configure VPCs, establish secure connectivity, enforce governance, and optimize costs. By the end of the course, you'll be prepared to architect robust, efficient, and compliant AWS infrastructures for real-world scenarios.","['AWS cost explorer', 'Amazon vpc', 'Cloud architecture']"
cd13731,PaidCourse,https://www.udacity.com/course/ai-for-accessibility--cd13731,an hour,Beginner,AI for Accessibility,"This course is for anyone who is interested in learning more about AI and accessibility. AI technologies are proliferating, and they have the potential to be of great use to people with disabilities or to be highly exclusionary of disabled people. In this course, we’ll discuss the beneficial and problematic characteristics of different AI technologies that exist today. We will also cover the critical things to consider when building AI technologies to be inclusive of and useful for people with disabilities.","['Accessible user experience design', 'Ethical AI']"
cd13698,PaidCourse,https://www.udacity.com/course/building-image-and-vision-generative-ai-solutions-on-azure--cd13698,14 days,Intermediate,Building Image and Vision Generative AI Solutions on Azure,"Learn the essential aspects of developing applications using Generative AI vision and image generation models.  You'll leverage Azure's robust tools to create and manage image and vision AI solutions. By the end of your journey, you'll be skilled at designing, implementing, and refining generative AI applications that integrate vision and image generation models, equipping you with the expertise to advance in the field of AI-driven image processing.","['GPT', 'GenAI Use Cases', 'Generative AI Fluency', 'Image generation', 'OpenAI API']"
cd13696,PaidCourse,https://www.udacity.com/course/building-generative-ai-solutions-on-azure-with-openai-gpt-large-language-models--cd13696,14 days,Intermediate,Building Generative AI Solutions on Azure with OpenAI GPT Large Language Models ,"Develop, evaluate, and deploy custom copilots and  applications using Azure AI Studio, Prompt Flow and OpenAI large language models. You'll operationalize AI-driven applications on Azure using GenAIOps, focusing on evaluation, monitoring and continuous integration and deployment pipelines. You'll create prompt flows, integrate data sources, and manage the full lifecycle of generative AI solutions in real-world scenarios.","['AI and ML applications', 'Azure AI Services', 'Cloud solution evaluation', 'GenAI Models', 'Large Language Models', 'Model evaluation', 'OpenAI API']"
cd13678,PaidCourse,https://www.udacity.com/course/intro-to-rust--cd13678,10 days,Advanced,Introduction to Rust,"In this course, you'll learn Rust from the ground up, equipping you with the skills to build efficient and scalable Rust applications.","['Concurrency in Rust', 'Concurrent computing', 'Control Flow in Rust', 'Ownership and Borrowing in Rust', 'Rust', 'Rust Advanced Types', 'Rust Basics', 'Rust Cargo and Crates', 'Rust Data Types', 'Rust FFI', 'Rust Functions and Modules', 'Rust Macros', 'Testing in Rust', 'Traits and Generics in Rust']"
cd13652,PaidCourse,https://www.udacity.com/course/optimizing-ai-strategies--cd13652,23 days,Intermediate,Optimizing AI Strategies,"This course covers various aspects of improving AI models. Topics include introduction to model optimization, hyperparameter tuning, regularization techniques, evaluating and optimizing strategies, and deployment considerations. Students will learn how to monitor, evaluate and enhance model performance, prevent overfitting, and apply techniques for real-world scenarios.","['Automated plan optimization', 'Data pre-processing', 'Hyperparameter tuning', 'Model drift']"
